taxon,lfc_(Intercept),lfc_GroupPLE,se_(Intercept),se_GroupPLE,W_(Intercept),W_GroupPLE,p_(Intercept),p_GroupPLE,q_(Intercept),q_GroupPLE,diff_(Intercept),diff_GroupPLE,passed_ss_(Intercept),passed_ss_GroupPLE
 s__Porphyromonas_gingivalis,1.045018773,-0.769795367,NA,0.273331831,NA,-2.816339995,1,0.007186558,1,1,FALSE,FALSE,FALSE,TRUE
 s__Porphyromonas_A_cangingivalis,0.85509014,-0.357154116,NA,0.251546025,NA,-1.419836057,1,0.166694281,1,1,FALSE,FALSE,FALSE,FALSE
 s__Porphyromonas_A_canoris,0.777433063,-0.37345781,NA,0.123258065,NA,-3.029885397,1,0.009666942,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_communis,0.613995458,0.390326147,NA,0.141019614,NA,2.767885523,1,0.02437613,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_dispar,0.63277713,0.184131909,NA,0.138004887,NA,1.334241948,1,0.239662223,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_finegoldii,0.866403012,-0.304105383,NA,0.139546126,NA,-2.179246336,1,0.072136244,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_megaguti,0.822542773,-0.275193009,NA,0.182177727,NA,-1.510574392,1,0.159077127,1,1,FALSE,FALSE,FALSE,TRUE
 s__Alistipes_putredinis,0.899639468,-0.32487203,NA,0.113038481,NA,-2.873995005,1,0.023855393,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_senegalensis,0.665253514,0.002878321,NA,0.151567914,NA,0.018990307,1,0.985116832,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_shahii,0.922220972,-0.651484822,NA,0.17875023,NA,-3.644665635,1,0.001611998,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_sp900021155,1.182846912,-1.002736545,NA,0.384544952,NA,-2.607592528,1,0.013587344,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alistipes_A_ihumii,0.355741876,0.364457953,NA,0.135224973,NA,2.695197079,1,0.017419702,1,1,FALSE,FALSE,FALSE,TRUE
 s__Rikenella_microfusus,0.292671714,0.280298854,NA,0.144102452,NA,1.94513591,1,0.072123903,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_49,0.32191179,0.041424025,NA,0.126823113,NA,0.326628357,1,0.75349814,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_bouchesdurhonensis,0.641301864,-0.072568423,NA,0.300346749,NA,-0.241615475,1,0.810838889,1,1,FALSE,FALSE,TRUE,TRUE
 s__Parabacteroides_chinchillae,0.327688861,0.368996047,NA,0.32461987,NA,1.136701976,1,0.26278049,1,1,FALSE,FALSE,TRUE,TRUE
 s__Parabacteroides_distasonis,1.115741664,-0.839641473,NA,0.61397163,NA,-1.367557443,1,0.177115775,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_goldsteinii,0.765921124,-0.237575496,NA,0.185352367,NA,-1.28175054,1,0.212175015,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_gordonii,0.921979419,-0.454977659,NA,0.182370908,NA,-2.494792973,1,0.020224986,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_johnsonii,0.508778855,0.146948558,NA,0.250742132,NA,0.586054514,1,0.562372853,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_massiliensis,0.622956666,-0.029677662,NA,0.229139252,NA,-0.129518021,1,0.897907827,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_merdae,0.662167456,-0.105676241,NA,0.24232178,NA,-0.436098816,1,0.666109078,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_sp014287585,1.070680581,-0.747659423,NA,0.303696656,NA,-2.46186255,1,0.019049454,1,1,FALSE,FALSE,FALSE,TRUE
 s__Parabacteroides_timonensis,0.499851142,0.214515325,NA,0.203210231,NA,1.055632504,1,0.300490879,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Parabacteroides_Susan_p2_metabat2_low_PE.031.contigs],0.574678557,0.113096799,NA,0.189790927,NA,0.595902031,1,0.557060067,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_50,0.609794243,-0.005867166,NA,0.126053728,NA,-0.046544961,1,0.963710178,1,1,FALSE,FALSE,FALSE,TRUE
 s__[RC9_Belle_p2_metabat2_low_PE.009.contigs],0.621626935,0.087839235,NA,0.12515753,NA,0.70182941,1,0.49879398,1,1,FALSE,FALSE,FALSE,TRUE
 s__[RC9_Charlie_p1_maxbin2_low_prob.001.contigs],0.425801862,0.152744673,NA,0.118967132,NA,1.283923302,1,0.231235571,1,1,FALSE,FALSE,FALSE,TRUE
 s__Flavobacterium_reichenbachii,0.732095644,-0.156076202,NA,0.13987365,NA,-1.11583706,1,0.277098036,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_51,0.799422552,-0.306872519,NA,0.197088986,NA,-1.557025209,1,0.132554389,1,1,FALSE,FALSE,FALSE,TRUE
 s__Algoriella_xinjiangensis,0.496178647,0.191528922,NA,0.133788986,NA,1.431574652,1,0.169400759,1,1,FALSE,FALSE,FALSE,TRUE
 s__Elizabethkingia_bruuniana,0.73528339,-0.119702614,NA,0.147209137,NA,-0.813146628,1,0.428068916,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_53,0.649825556,-0.046235083,NA,0.164774579,NA,-0.280595972,1,0.782052849,1,1,FALSE,FALSE,FALSE,TRUE
 s__Sphingobacterium_faecium,0.831544325,-0.361075319,NA,0.169469457,NA,-2.130621805,1,0.044034201,1,1,FALSE,FALSE,FALSE,TRUE
 s__Campylobacter_sp002139915,0.750520679,-0.265910625,NA,0.259331662,NA,-1.025368915,1,0.31287823,1,1,FALSE,FALSE,FALSE,TRUE
 s__Campylobacter_D_helveticus,0.594315942,0.055949208,NA,0.187903565,NA,0.297754903,1,0.768256545,1,1,FALSE,FALSE,FALSE,TRUE
 s__Campylobacter_D_jejuni,0.818988031,-0.338858181,NA,0.193807099,NA,-1.748430181,1,0.09218951,1,1,FALSE,FALSE,FALSE,TRUE
 s__Campylobacter_D_sp002738235,0.763076815,-0.161936876,NA,0.113687455,NA,-1.424404086,1,0.182075779,1,1,FALSE,FALSE,FALSE,TRUE
 s__Campylobacter_D_upsaliensis,0.561504641,0.088360569,NA,0.249745145,NA,0.353802948,1,0.725961064,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_54,0.798938551,-0.350117422,NA,0.218189445,NA,-1.604648755,1,0.120205953,1,1,FALSE,FALSE,FALSE,TRUE
 s__Helicobacter_A_bilis,0.60995736,-0.012542395,NA,0.258402396,NA,-0.048538231,1,0.961609005,1,1,FALSE,FALSE,FALSE,TRUE
 s__Helicobacter_A_bilis_A,0.700919113,-0.119298633,NA,0.119918319,NA,-0.994832432,1,0.339455393,1,1,FALSE,FALSE,FALSE,FALSE
 s__Helicobacter_A_bilis_B,0.780927014,-0.298280594,NA,0.131345105,NA,-2.27096848,1,0.04079532,1,1,FALSE,FALSE,FALSE,FALSE
 s__Helicobacter_A_rappini,0.990629409,-0.644446944,NA,0.192614066,NA,-3.345793772,1,0.002280155,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_56,0.809696817,-0.371401707,NA,0.125108761,NA,-2.968630697,1,0.015737376,1,1,FALSE,FALSE,FALSE,FALSE
 s__Helicobacter_B_canis,0.617037454,-0.022665474,NA,0.124766126,NA,-0.18166368,1,0.858648614,1,1,FALSE,FALSE,FALSE,TRUE
 s__Helicobacter_C_cinaedi,0.480912396,0.22783091,NA,0.118663166,NA,1.919980034,1,0.083811717,1,1,FALSE,FALSE,FALSE,TRUE
 s__Helicobacter_C_magdeburgensis,1.383503261,-1.149533183,NA,0.439120865,NA,-2.61780588,1,0.012434631,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_57,0.782565845,-0.296184729,NA,0.330560404,NA,-0.896007887,1,0.374458402,1,1,FALSE,FALSE,FALSE,TRUE
 s__Helicobacter_D_winghamensis,1.04988339,-1.021532963,NA,0.388696656,NA,-2.628098148,1,0.016560271,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bilophila_wadsworthia,0.783704853,-0.283317292,NA,0.245288124,NA,-1.155038766,1,0.263178188,1,1,FALSE,FALSE,FALSE,TRUE
 s__Desulfovibrio_piger,0.84554821,-0.414260289,NA,0.313908232,NA,-1.319685967,1,0.196303902,1,1,FALSE,FALSE,FALSE,TRUE
 s__Desulfovibrio_piger_A,0.707538362,-0.099109606,NA,0.168950069,NA,-0.586620691,1,0.564743785,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_61,0.711351711,-0.137846,NA,0.168660121,NA,-0.817300493,1,0.422932853,1,1,FALSE,FALSE,FALSE,TRUE
 s__Fundidesulfovibrio_putealis,0.772346487,-0.273448216,NA,0.177503719,NA,-1.540521058,1,0.137080041,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_62,0.817639781,-0.35139227,NA,0.195113351,NA,-1.800964764,1,0.084836179,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Anaeroplasmataceae_Juniper_p2_metabat2_high_PE.004.contigs],0.830250722,-0.456160538,NA,0.168461967,NA,-2.70779539,1,0.01493002,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Anaeroplasmataceae_SAMEA103957793_metabat2_high_PE.005.contigs],0.431711715,0.416410977,NA,0.183794039,NA,2.265639189,1,0.033660422,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_licheniformis,0.978095238,-0.613237447,NA,0.192638851,NA,-3.183352903,1,0.003870582,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_safensis,0.647245187,-0.02866219,NA,0.203179024,NA,-0.141068648,1,0.889043983,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_subtilis,0.890572479,-0.476374788,NA,0.137243098,NA,-3.47102911,1,0.002169675,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_velezensis,0.789945336,-0.248865266,NA,0.161693212,NA,-1.539120058,1,0.139447406,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_63,0.645268435,-0.062800854,NA,0.172334806,NA,-0.364411898,1,0.719194186,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_64,0.588762237,0.006620475,NA,0.183189181,NA,0.036140099,1,0.971496571,1,1,FALSE,FALSE,FALSE,TRUE
 s__Lysinibacillus_capsici,0.877489948,-0.428120213,NA,0.192751526,NA,-2.221098954,1,0.036033762,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_65,0.73453685,-0.168365747,NA,0.15490254,NA,-1.086914052,1,0.290671939,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_J_andreraoultii,0.836163159,-0.353051069,NA,0.208010993,NA,-1.697271208,1,0.101586113,1,1,FALSE,FALSE,FALSE,TRUE
 s__Oceanobacillus_caeni,0.780973127,-0.286333583,NA,0.15730482,NA,-1.820246718,1,0.083720906,1,1,FALSE,FALSE,FALSE,FALSE
 s__Pontibacillus_litoralis,0.930201213,-0.538506758,NA,0.141337406,NA,-3.810079526,1,0.001399876,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_H_clausii,0.896684129,-0.519089902,NA,0.193144736,NA,-2.687569508,1,0.014574671,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_H_rhizosphaerae,0.885961396,-0.528657048,NA,0.195162918,NA,-2.708798641,1,0.013150686,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacillus_AO_bogoriensis,0.669797993,-0.101841312,NA,0.152010667,NA,-0.669961613,1,0.510182789,1,1,FALSE,FALSE,FALSE,TRUE
 s__Beduini_massiliensis,0.836250121,-0.356541853,NA,0.172954813,NA,-2.06147401,1,0.050736427,1,1,FALSE,FALSE,FALSE,FALSE
 s__Catenibacterium_mitsuokai,0.624179916,0.126383342,NA,0.158508568,NA,0.797328142,1,0.434625004,1,1,FALSE,FALSE,FALSE,FALSE
 s__Catenibacterium_sp000437715,1.45103395,-1.336044646,NA,0.551222898,NA,-2.423782922,1,0.018676165,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_66,0.845238744,-0.266020254,NA,0.198178184,NA,-1.342328647,1,0.200852583,1,1,FALSE,FALSE,FALSE,FALSE
 s__Coprobacillus_cateniformis,1.122070475,-0.82970591,NA,0.33138784,NA,-2.503730703,1,0.025283747,1,1,FALSE,FALSE,FALSE,FALSE
 s__Erysipelatoclostridium_cocleatum,0.87294253,-0.465269661,NA,0.350419394,NA,-1.327750887,1,0.197873364,1,1,FALSE,FALSE,FALSE,FALSE
 s__Erysipelatoclostridium_ramosum,0.708073588,-0.03147127,NA,0.199642113,NA,-0.157638433,1,0.876992743,1,1,FALSE,FALSE,FALSE,FALSE
 s__Erysipelatoclostridium_saccharogumia,0.576389522,0.712751309,NA,0.181745941,NA,3.921690389,1,0.007786827,1,1,FALSE,FALSE,FALSE,FALSE
 s__Erysipelatoclostridium_spiroforme,0.582145759,0.402604191,NA,0.183019336,NA,2.19979047,1,0.052459669,1,1,FALSE,FALSE,FALSE,FALSE
 s__Stoquefichus_sp001244545,0.115407401,0.540451323,NA,0.219096423,NA,2.466728194,1,0.031302724,1,1,FALSE,FALSE,TRUE,TRUE
 s__Allobaculum_stercoricanis,1.569670545,-1.210513598,NA,0.508637147,NA,-2.37991583,1,0.022438822,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Allobaculum_Ash_p2_maxbin2_low_prob.019.contigs],0.731040245,-0.27203446,NA,0.192519359,NA,-1.413023927,1,0.175696539,1,1,FALSE,FALSE,TRUE,FALSE
 s__[Allobaculum_Dunbar_p2_metabat2_low_PE.023.contigs],0.697317211,-0.304675115,NA,0.130157484,NA,-2.340819025,1,0.051782498,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Allobaculum_Jenna_p2_metabat2_high_PE.029.contigs],-0.707337313,1.495033119,NA,0.474572217,NA,3.150275266,1,0.003332761,1,1,FALSE,FALSE,FALSE,FALSE
 s__Amedibacterium_intestinale,0.326465474,0.205008933,NA,0.222196837,NA,0.922645596,1,0.374370859,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bulleidia_moorei,0.387358783,0.118180664,NA,0.187221723,NA,0.631233716,1,0.543584192,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_71,0.717808643,-0.163166997,NA,0.214474414,NA,-0.760776051,1,0.466254458,1,1,FALSE,FALSE,FALSE,TRUE
 s__Faecalicoccus_pleomorphus,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Faecalitalea_cylindroides,-0.159151267,0.897203068,NA,0.422837175,NA,2.121864207,1,0.040608494,1,1,FALSE,FALSE,TRUE,FALSE
 s__Holdemanella_sp002299315,1.024125196,-0.394262818,NA,0.286246885,NA,-1.377352343,1,0.190026132,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_72,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Holdemania_filiformis,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 s__Holdemania_massiliensis,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 s__Holdemania_sp900120005,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 s__Other_73,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 s__[Ileibacterium_LinusII_BA0109CM-p1_maxbin2_low_prob.011.contigs],1.206473192,-0.661505768,NA,0.162512381,NA,-4.070494605,1,0.006572156,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Ileibacterium_Reeses_p1_metabat2_low_PE.018.contigs],0.361828924,0.526387101,NA,0.177521644,NA,2.965199571,1,0.025113168,1,1,FALSE,FALSE,FALSE,TRUE
 s__Turicibacter_sp002311155,0.220293805,0.569814085,NA,0.160952945,NA,3.540252621,1,0.006311604,1,1,FALSE,FALSE,TRUE,TRUE
 s__Carnobacterium_divergens,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Enterococcus_A_gilvus,0.369492089,0.755031836,NA,0.126691586,NA,5.959605191,1,0.00190276,1,1,FALSE,FALSE,FALSE,TRUE
 s__Enterococcus_A_malodoratus,0.842504904,-0.189003837,NA,0.126257609,NA,-1.49696987,1,0.185043105,1,1,FALSE,FALSE,FALSE,TRUE
 s__Enterococcus_B_durans,0.525073514,0.277132993,NA,0.14816358,NA,1.870452869,1,0.103608887,1,1,FALSE,FALSE,FALSE,TRUE
 s__Enterococcus_B_faecium,0.486037776,0.134646337,NA,0.127905578,NA,1.052701053,1,0.333014405,1,1,FALSE,FALSE,FALSE,TRUE
 s__Enterococcus_B_hirae,0.196310574,0.579568412,NA,0.219555225,NA,2.639738642,1,0.019414108,1,1,FALSE,FALSE,TRUE,TRUE
 s__Enterococcus_B_lactis,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactiplantibacillus_plantarum,-0.344822703,1.30563927,NA,0.438069894,NA,2.98043597,1,0.005063511,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactobacillus_crispatus,-0.535280458,1.548291732,NA,0.541261171,NA,2.860526146,1,0.006002524,1,1,FALSE,FALSE,TRUE,FALSE
 s__Lactobacillus_gallinarum,0.710421397,-0.055203231,NA,0.28121286,NA,-0.196304077,1,0.847193149,1,1,FALSE,FALSE,FALSE,TRUE
 s__Lactobacillus_helveticus,0.537503997,0.140578134,NA,0.249197973,NA,0.564122303,1,0.577505243,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactobacillus_kitasatonis,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_89,0.18230437,0.531653393,NA,0.206586826,NA,2.57351063,1,0.018606215,1,1,FALSE,FALSE,TRUE,FALSE
 s__Latilactobacillus_fuchuensis,0.637157622,0.045585522,NA,0.132411326,NA,0.344272072,1,0.736146933,1,1,FALSE,FALSE,FALSE,TRUE
 s__Latilactobacillus_sakei,1.23253651,-0.676168682,NA,0.157498867,NA,-4.293165379,1,0.002640039,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_90,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Leuconostoc_gelidum,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Ligilactobacillus_apodemi,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,FALSE
 s__Ligilactobacillus_ruminis,0.840068644,-0.31258838,NA,0.345639616,NA,-0.904376599,1,0.373247776,1,1,FALSE,FALSE,TRUE,FALSE
 s__Limosilactobacillus_caviae,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Limosilactobacillus_fermentum,-0.165237049,0.945488944,NA,0.350461192,NA,2.697842057,1,0.015243547,1,1,FALSE,FALSE,TRUE,TRUE
 s__Limosilactobacillus_ingluviei,1.203833759,-0.522111602,NA,0.164092304,NA,-3.181816514,1,0.009789208,1,1,FALSE,FALSE,TRUE,TRUE
 s__Limosilactobacillus_oris,0.180658773,0.558501297,NA,0.288923329,NA,1.933043273,1,0.058203837,1,1,FALSE,FALSE,TRUE,FALSE
 s__Limosilactobacillus_reuteri,0.740464783,-0.295681832,NA,0.349135313,NA,-0.846897524,1,0.403341725,1,1,FALSE,FALSE,TRUE,TRUE
 s__Limosilactobacillus_reuteri_E,0.914267626,-0.526193018,NA,0.477989445,NA,-1.100846523,1,0.281882411,1,1,FALSE,FALSE,FALSE,FALSE
 s__Loigolactobacillus_coryniformis,0.376733811,0.361080465,NA,0.258938985,NA,1.394461575,1,0.186552001,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_95,0.346951941,0.421224264,NA,0.200004754,NA,2.106071259,1,0.068289477,1,1,FALSE,FALSE,FALSE,FALSE
 s__Pediococcus_acidilactici,1.179799355,-0.964698229,NA,0.454817985,NA,-2.121064384,1,0.039587508,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_96,0.846756885,-0.549192587,NA,0.180791745,NA,-3.037708322,1,0.016119349,1,1,FALSE,FALSE,FALSE,FALSE
 s__Weissella_confusa,1.24420925,-1.128438042,NA,0.437641974,NA,-2.578450218,1,0.014573902,1,1,FALSE,FALSE,FALSE,FALSE
 s__Weissella_confusa_B,1.050878025,-0.544529531,NA,0.169902364,NA,-3.204955593,1,0.009412232,1,1,FALSE,FALSE,FALSE,TRUE
 s__Weissella_viridescens,0.587867517,-0.071909361,NA,0.30853004,NA,-0.233070856,1,0.817963125,1,1,FALSE,FALSE,TRUE,TRUE
 s__Brochothrix_thermosphacta,1.126688424,-0.784834136,NA,0.226570735,NA,-3.463969585,1,0.002451176,1,1,FALSE,FALSE,TRUE,TRUE
 s__Listeria_costaricensis,0.721762794,-0.242265377,NA,0.303213311,NA,-0.798993212,1,0.432836227,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_97,0.811250066,-0.40094884,NA,0.278167313,NA,-1.441394517,1,0.165752655,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactococcus_garvieae,0.315852781,0.364547219,NA,0.352361745,NA,1.034582283,1,0.311620196,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactococcus_garvieae_B,0.635594619,-0.155426871,NA,0.314967291,NA,-0.49346988,1,0.626801884,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactococcus_hircilactis,0.519343381,0.055198848,NA,0.24094267,NA,0.22909536,1,0.821697513,1,1,FALSE,FALSE,FALSE,TRUE
 s__Lactococcus_lactis,0.238557782,0.490701719,NA,0.47180624,NA,1.040049235,1,0.306627011,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactococcus_lactis_E,0.797989409,-0.330000357,NA,0.658414599,NA,-0.501204496,1,0.619118425,1,1,FALSE,FALSE,TRUE,TRUE
 s__Lactococcus_A_chungangensis,0.764655251,-0.315669081,NA,0.372881025,NA,-0.846567831,1,0.402678433,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_anginosus_C,0.589494904,0.026736024,NA,0.171032532,NA,0.156321279,1,0.876793372,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_caballi,0.811462384,-0.480133348,NA,0.156797422,NA,-3.062125267,1,0.007053933,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_canis,0.715575806,-0.338815508,NA,0.124709927,NA,-2.716828693,1,0.026377842,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_castoreus,0.457021928,0.151385671,NA,0.12937866,NA,1.170097684,1,0.266688845,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_constellatus,0.564007452,-0.055706838,NA,0.174575558,NA,-0.319098723,1,0.751791979,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_cristatus_B,0.491533139,0.138127869,NA,0.125456205,NA,1.101004684,1,0.289464864,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_equinus,-0.313108716,1.21034244,NA,0.401153186,NA,3.017157741,1,0.004230541,1,1,FALSE,FALSE,TRUE,FALSE
 s__Streptococcus_equinus_B,0.334983693,0.144138079,NA,0.20682905,NA,0.696894752,1,0.492564278,1,1,FALSE,FALSE,TRUE,FALSE
 s__Streptococcus_gallolyticus,0.395017989,0.277210845,NA,0.387721872,NA,0.714973452,1,0.477823278,1,1,FALSE,FALSE,TRUE,TRUE
 s__Streptococcus_halichoeri,1.120309537,-0.820202818,NA,0.402286147,NA,-2.038854243,1,0.04637247,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_henryi,1.128003961,-0.831955296,NA,0.350374518,NA,-2.374474319,1,0.021090324,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_himalayensis,0.863751913,-0.457002064,NA,0.362951879,NA,-1.259125772,1,0.213831606,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_hyointestinalis,1.068961068,-0.803512348,NA,0.334610145,NA,-2.40133887,1,0.020256806,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_hyointestinalis_A,0.923980198,-0.545336266,NA,0.419313591,NA,-1.300545172,1,0.199376774,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_hyovaginalis,1.159672132,-0.881433522,NA,0.426030352,NA,-2.068945363,1,0.043352059,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_intermedius,1.508852307,-1.470327153,NA,0.446444398,NA,-3.293416068,1,0.001784682,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_lutetiensis,0.653006255,-0.112030739,NA,0.403153558,NA,-0.277886023,1,0.782123254,1,1,FALSE,FALSE,TRUE,TRUE
 s__Streptococcus_macedonicus,0.41044964,0.223091214,NA,0.234011747,NA,0.953333402,1,0.344669253,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_massiliensis,0.724605322,-0.229717296,NA,0.161054738,NA,-1.426330566,1,0.169998428,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_minor,0.384922993,0.318275397,NA,0.254193925,NA,1.252096786,1,0.216601461,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_mutans,0.195051975,0.523214741,NA,0.203194517,NA,2.574945178,1,0.014853683,1,1,FALSE,FALSE,TRUE,TRUE
 s__Streptococcus_orisratti,0.283140767,0.437145965,NA,0.251942031,NA,1.735105344,1,0.089418301,1,1,FALSE,FALSE,TRUE,TRUE
 s__Streptococcus_ovis,0.463515901,0.149511783,NA,0.190309887,NA,0.785622783,1,0.437529386,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_parauberis,0.530187464,0.024600468,NA,0.240563236,NA,0.102261959,1,0.919047269,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_pasteurianus,0.424561265,0.186394857,NA,0.223571159,NA,0.833716021,1,0.413401904,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_phocae,0.871162065,-0.436453231,NA,0.132685001,NA,-3.289393895,1,0.003211131,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_porci,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_pyogenes,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_salivarius,0.545086632,0.061246187,NA,0.282347569,NA,0.216917707,1,0.829121301,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_sanguinis,0.802142935,-0.378091025,NA,0.273867404,NA,-1.380562343,1,0.174894062,1,1,FALSE,FALSE,FALSE,TRUE
 s__Streptococcus_sinensis,1.033943321,-0.702377402,NA,0.283194174,NA,-2.480197213,1,0.016542712,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_sp001556435,0.750534851,-0.331420847,NA,0.307815745,NA,-1.076685819,1,0.287116323,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_suis,1.021036462,-0.721972122,NA,0.31735275,NA,-2.274983031,1,0.027142038,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_thermophilus,0.83722548,-0.43297016,NA,0.336528502,NA,-1.286577979,1,0.204166681,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_urinalis,1.012185172,-0.718998296,NA,0.211095848,NA,-3.406027651,1,0.001540563,1,1,FALSE,FALSE,FALSE,FALSE
 s__Streptococcus_varani,0.95525785,-0.626717089,NA,0.239628189,NA,-2.615372978,1,0.01251026,1,1,FALSE,FALSE,FALSE,FALSE
